_Cell,Family,Bucket,Reason,Class,DspAddrHex,InertSymbol,Notes
Chan015AntiClip001,ChanAntiClip,needs-definition,"HELD ON: PW, not ruled — defs: ""Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled"" (S25 gate 4). The arithmetic is already in the graph twice over; the DECISION is what is missing.  || per-channel anti-clip — the master calls it ""Auto gain reduction on/off (M&W exclusive)"". No node implements it, and S25 gate 4 says what it would take rather than leaving it at that. The ARITHMETIC is already here twice over: the COMPRESSOR node carries a `lim_mode` parameter and the whole level->gain LUT path (DSP4_DYN_LUT), so a brickwall at a fixed near-full-scale threshold is a table and a multiply this graph already runs 32 times. What is NOT here is the DECISION, and it is the kind that must not be guessed: an anti-clip that reuses the channel compressor fights the desk's own settings, and one that does not is a second dynamics node per strip on the chip whose worst-use row S24 measured at 100.72 %. Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled",no-graph-node,,,Auto gain reduction on/off (M&W exclusive)
Chan016AntiClip001,ChanAntiClip,needs-definition,"HELD ON: PW, not ruled — defs: ""Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled"" (S25 gate 4). The arithmetic is already in the graph twice over; the DECISION is what is missing.  || per-channel anti-clip — the master calls it ""Auto gain reduction on/off (M&W exclusive)"". No node implements it, and S25 gate 4 says what it would take rather than leaving it at that. The ARITHMETIC is already here twice over: the COMPRESSOR node carries a `lim_mode` parameter and the whole level->gain LUT path (DSP4_DYN_LUT), so a brickwall at a fixed near-full-scale threshold is a table and a multiply this graph already runs 32 times. What is NOT here is the DECISION, and it is the kind that must not be guessed: an anti-clip that reuses the channel compressor fights the desk's own settings, and one that does not is a second dynamics node per strip on the chip whose worst-use row S24 measured at 100.72 %. Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled",no-graph-node,,,Auto gain reduction on/off (M&W exclusive)
Chan017AntiClip001,ChanAntiClip,needs-definition,"HELD ON: PW, not ruled — defs: ""Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled"" (S25 gate 4). The arithmetic is already in the graph twice over; the DECISION is what is missing.  || per-channel anti-clip — the master calls it ""Auto gain reduction on/off (M&W exclusive)"". No node implements it, and S25 gate 4 says what it would take rather than leaving it at that. The ARITHMETIC is already here twice over: the COMPRESSOR node carries a `lim_mode` parameter and the whole level->gain LUT path (DSP4_DYN_LUT), so a brickwall at a fixed near-full-scale threshold is a table and a multiply this graph already runs 32 times. What is NOT here is the DECISION, and it is the kind that must not be guessed: an anti-clip that reuses the channel compressor fights the desk's own settings, and one that does not is a second dynamics node per strip on the chip whose worst-use row S24 measured at 100.72 %. Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled",no-graph-node,,,Auto gain reduction on/off (M&W exclusive)
Chan018AntiClip001,ChanAntiClip,needs-definition,"HELD ON: PW, not ruled — defs: ""Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled"" (S25 gate 4). The arithmetic is already in the graph twice over; the DECISION is what is missing.  || per-channel anti-clip — the master calls it ""Auto gain reduction on/off (M&W exclusive)"". No node implements it, and S25 gate 4 says what it would take rather than leaving it at that. The ARITHMETIC is already here twice over: the COMPRESSOR node carries a `lim_mode` parameter and the whole level->gain LUT path (DSP4_DYN_LUT), so a brickwall at a fixed near-full-scale threshold is a table and a multiply this graph already runs 32 times. What is NOT here is the DECISION, and it is the kind that must not be guessed: an anti-clip that reuses the channel compressor fights the desk's own settings, and one that does not is a second dynamics node per strip on the chip whose worst-use row S24 measured at 100.72 %. Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled",no-graph-node,,,Auto gain reduction on/off (M&W exclusive)
Chan019AntiClip001,ChanAntiClip,needs-definition,"HELD ON: PW, not ruled — defs: ""Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled"" (S25 gate 4). The arithmetic is already in the graph twice over; the DECISION is what is missing.  || per-channel anti-clip — the master calls it ""Auto gain reduction on/off (M&W exclusive)"". No node implements it, and S25 gate 4 says what it would take rather than leaving it at that. The ARITHMETIC is already here twice over: the COMPRESSOR node carries a `lim_mode` parameter and the whole level->gain LUT path (DSP4_DYN_LUT), so a brickwall at a fixed near-full-scale threshold is a table and a multiply this graph already runs 32 times. What is NOT here is the DECISION, and it is the kind that must not be guessed: an anti-clip that reuses the channel compressor fights the desk's own settings, and one that does not is a second dynamics node per strip on the chip whose worst-use row S24 measured at 100.72 %. Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled",no-graph-node,,,Auto gain reduction on/off (M&W exclusive)
Chan020AntiClip001,ChanAntiClip,needs-definition,"HELD ON: PW, not ruled — defs: ""Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled"" (S25 gate 4). The arithmetic is already in the graph twice over; the DECISION is what is missing.  || per-channel anti-clip — the master calls it ""Auto gain reduction on/off (M&W exclusive)"". No node implements it, and S25 gate 4 says what it would take rather than leaving it at that. The ARITHMETIC is already here twice over: the COMPRESSOR node carries a `lim_mode` parameter and the whole level->gain LUT path (DSP4_DYN_LUT), so a brickwall at a fixed near-full-scale threshold is a table and a multiply this graph already runs 32 times. What is NOT here is the DECISION, and it is the kind that must not be guessed: an anti-clip that reuses the channel compressor fights the desk's own settings, and one that does not is a second dynamics node per strip on the chip whose worst-use row S24 measured at 100.72 %. Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled",no-graph-node,,,Auto gain reduction on/off (M&W exclusive)
Chan021AntiClip001,ChanAntiClip,needs-definition,"HELD ON: PW, not ruled — defs: ""Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled"" (S25 gate 4). The arithmetic is already in the graph twice over; the DECISION is what is missing.  || per-channel anti-clip — the master calls it ""Auto gain reduction on/off (M&W exclusive)"". No node implements it, and S25 gate 4 says what it would take rather than leaving it at that. The ARITHMETIC is already here twice over: the COMPRESSOR node carries a `lim_mode` parameter and the whole level->gain LUT path (DSP4_DYN_LUT), so a brickwall at a fixed near-full-scale threshold is a table and a multiply this graph already runs 32 times. What is NOT here is the DECISION, and it is the kind that must not be guessed: an anti-clip that reuses the channel compressor fights the desk's own settings, and one that does not is a second dynamics node per strip on the chip whose worst-use row S24 measured at 100.72 %. Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled",no-graph-node,,,Auto gain reduction on/off (M&W exclusive)
Chan022AntiClip001,ChanAntiClip,needs-definition,"HELD ON: PW, not ruled — defs: ""Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled"" (S25 gate 4). The arithmetic is already in the graph twice over; the DECISION is what is missing.  || per-channel anti-clip — the master calls it ""Auto gain reduction on/off (M&W exclusive)"". No node implements it, and S25 gate 4 says what it would take rather than leaving it at that. The ARITHMETIC is already here twice over: the COMPRESSOR node carries a `lim_mode` parameter and the whole level->gain LUT path (DSP4_DYN_LUT), so a brickwall at a fixed near-full-scale threshold is a table and a multiply this graph already runs 32 times. What is NOT here is the DECISION, and it is the kind that must not be guessed: an anti-clip that reuses the channel compressor fights the desk's own settings, and one that does not is a second dynamics node per strip on the chip whose worst-use row S24 measured at 100.72 %. Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled",no-graph-node,,,Auto gain reduction on/off (M&W exclusive)
Chan023AntiClip001,ChanAntiClip,needs-definition,"HELD ON: PW, not ruled — defs: ""Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled"" (S25 gate 4). The arithmetic is already in the graph twice over; the DECISION is what is missing.  || per-channel anti-clip — the master calls it ""Auto gain reduction on/off (M&W exclusive)"". No node implements it, and S25 gate 4 says what it would take rather than leaving it at that. The ARITHMETIC is already here twice over: the COMPRESSOR node carries a `lim_mode` parameter and the whole level->gain LUT path (DSP4_DYN_LUT), so a brickwall at a fixed near-full-scale threshold is a table and a multiply this graph already runs 32 times. What is NOT here is the DECISION, and it is the kind that must not be guessed: an anti-clip that reuses the channel compressor fights the desk's own settings, and one that does not is a second dynamics node per strip on the chip whose worst-use row S24 measured at 100.72 %. Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled",no-graph-node,,,Auto gain reduction on/off (M&W exclusive)
Chan024AntiClip001,ChanAntiClip,needs-definition,"HELD ON: PW, not ruled — defs: ""Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled"" (S25 gate 4). The arithmetic is already in the graph twice over; the DECISION is what is missing.  || per-channel anti-clip — the master calls it ""Auto gain reduction on/off (M&W exclusive)"". No node implements it, and S25 gate 4 says what it would take rather than leaving it at that. The ARITHMETIC is already here twice over: the COMPRESSOR node carries a `lim_mode` parameter and the whole level->gain LUT path (DSP4_DYN_LUT), so a brickwall at a fixed near-full-scale threshold is a table and a multiply this graph already runs 32 times. What is NOT here is the DECISION, and it is the kind that must not be guessed: an anti-clip that reuses the channel compressor fights the desk's own settings, and one that does not is a second dynamics node per strip on the chip whose worst-use row S24 measured at 100.72 %. Where it sits in the strip (post-fader, before the bus?) and whether it is a limiter or a gain-ride are both PW's, and neither is ruled",no-graph-node,,,Auto gain reduction on/off (M&W exclusive)
MainCtr001Delay001,MainCtrDelay,needs-definition,"HELD ON: PW — defs: the 250 ms the master asks for is 48,000 bytes of chip-2 L2 per output, 192,000 for all four, ""It FITS and it is still PW's call"" (S24).  || post-crossover output chain MainCtr has EQ + COMP + LIM + OUTPUT_TDM and no delay line. Level and Mute are built (S24); Delay is not, and the reason is memory rather than cells: the master asks for 250 ms, which is 12,000 words = 48,000 bytes of chip-2 L2 per output, 192,000 for all four against 378,464 free on the S24 candidate (51%). It FITS and it is still PW's call, because it is half the delay headroom left on a chip whose worst-use row already overruns — measured, S24",no-graph-node,,,Center output delay up to 250ms
MainCtr001PeqGain001,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain002,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain003,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain004,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain005,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain006,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain007,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain008,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain009,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain010,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain011,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainCtr001PeqGain012,MainCtrPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Center output 28-band graphic EQ gain
MainL001Delay001,MainLDelay,needs-definition,"HELD ON: PW — see MainCtrDelay: one of the four post-crossover output delays held on the same memory ruling (S24).  || post-crossover output chain MainL has EQ + COMP + LIM + OUTPUT_TDM and no delay line. Level and Mute are built (S24); Delay is not, and the reason is memory rather than cells: the master asks for 250 ms, which is 12,000 words = 48,000 bytes of chip-2 L2 per output, 192,000 for all four against 378,464 free on the S24 candidate (51%). It FITS and it is still PW's call, because it is half the delay headroom left on a chip whose worst-use row already overruns — measured, S24",no-graph-node,,,Main L output delay up to 250ms
MainL001PeqGain001,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain002,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain003,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain004,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain005,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain006,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain007,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain008,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain009,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain010,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain011,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
MainL001PeqGain012,MainLPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main L output 28-band graphic EQ gain
Main001Out3Mode001,MainOutMode,needs-definition,"HELD ON: open question Q2 — defs: ""C2_MAIN_XOVER feeds all four outputs unconditionally and no word selects output 3's source"". Which source output 3 carries is the LCR product question itself.  || D24 centre-output mode (def key main.ctr); C2_MAIN_XOVER feeds all four outputs unconditionally and no word selects output 3's source — open question Q2",no-graph-node,,,Physical main output 3 carries MainCtr or MainSub (0=center 1=subwoofer)
MainR001Delay001,MainRDelay,needs-definition,"HELD ON: PW — see MainCtrDelay: one of the four post-crossover output delays held on the same memory ruling (S24).  || post-crossover output chain MainR has EQ + COMP + LIM + OUTPUT_TDM and no delay line. Level and Mute are built (S24); Delay is not, and the reason is memory rather than cells: the master asks for 250 ms, which is 12,000 words = 48,000 bytes of chip-2 L2 per output, 192,000 for all four against 378,464 free on the S24 candidate (51%). It FITS and it is still PW's call, because it is half the delay headroom left on a chip whose worst-use row already overruns — measured, S24",no-graph-node,,,Main R output delay up to 250ms
MainR001PeqGain001,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain002,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain003,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain004,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain005,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain006,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain007,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain008,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain009,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain010,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain011,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainR001PeqGain012,MainRPeqGain,needs-definition,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7,s1-2-no-behaviour,,,Main R output 28-band graphic EQ gain
MainSub001Delay001,MainSubDelay,needs-definition,"HELD ON: PW — see MainCtrDelay: one of the four post-crossover output delays held on the same memory ruling (S24).  || post-crossover output chain MainSub has EQ + COMP + LIM + OUTPUT_TDM and no delay line. Level and Mute are built (S24); Delay is not, and the reason is memory rather than cells: the master asks for 250 ms, which is 12,000 words = 48,000 bytes of chip-2 L2 per output, 192,000 for all four against 378,464 free on the S24 candidate (51%). It FITS and it is still PW's call, because it is half the delay headroom left on a chip whose worst-use row already overruns — measured, S24",no-graph-node,,,Subwoofer output delay up to 250ms
Noise001Dest001,NoiseDest,needs-definition,"HELD ON: PW 2026-09-06 — defs, via d24-skin-cell-map.csv menu5/6 and menu5/8: ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"". The Dest cells are not the vehicle the product is waiting for.  || generator destination, and the deficiency is a FAN-OUT and not an address (S25 gate 4). `C1_NOISE` has an EMPTY outputs column: the generator runs, and its signal reaches no bus, no crosspoint and no output. Giving these ten cells addresses would give the host ten words nothing reads, which is worse than leaving them named here. What they need is ten crosspoints out of the node into named buses, and WHICH ten is a product question the master does not answer — it says only ""aux/main outputs"". Priced by construction against the measured fabric: a live crosspoint on a bus that already carries signal is below this instrument's resolution (S24: five more on a bus cost < 0.1 points), so the cost is the ten SPI words, the fan-out code and nothing measurable in cycles. S26 WENT TO BUILD THEM AND DID NOT, and for this family the blocker is a ruling rather than a gap: d24-skin-cell-map.csv rows menu5/6 and menu5/8 record PW 2026-09-06 — ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"" — and carry no cell at all for the noise assign. So these ten Dest cells are not the vehicle the product is waiting for, and giving them a fan-out would build against a definition PW has already said must be replaced",no-graph-node,,,Noise routing to aux/main outputs
Noise001Dest002,NoiseDest,needs-definition,"HELD ON: PW 2026-09-06 — defs, via d24-skin-cell-map.csv menu5/6 and menu5/8: ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"". The Dest cells are not the vehicle the product is waiting for.  || generator destination, and the deficiency is a FAN-OUT and not an address (S25 gate 4). `C1_NOISE` has an EMPTY outputs column: the generator runs, and its signal reaches no bus, no crosspoint and no output. Giving these ten cells addresses would give the host ten words nothing reads, which is worse than leaving them named here. What they need is ten crosspoints out of the node into named buses, and WHICH ten is a product question the master does not answer — it says only ""aux/main outputs"". Priced by construction against the measured fabric: a live crosspoint on a bus that already carries signal is below this instrument's resolution (S24: five more on a bus cost < 0.1 points), so the cost is the ten SPI words, the fan-out code and nothing measurable in cycles. S26 WENT TO BUILD THEM AND DID NOT, and for this family the blocker is a ruling rather than a gap: d24-skin-cell-map.csv rows menu5/6 and menu5/8 record PW 2026-09-06 — ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"" — and carry no cell at all for the noise assign. So these ten Dest cells are not the vehicle the product is waiting for, and giving them a fan-out would build against a definition PW has already said must be replaced",no-graph-node,,,Noise routing to aux/main outputs
Noise001Dest003,NoiseDest,needs-definition,"HELD ON: PW 2026-09-06 — defs, via d24-skin-cell-map.csv menu5/6 and menu5/8: ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"". The Dest cells are not the vehicle the product is waiting for.  || generator destination, and the deficiency is a FAN-OUT and not an address (S25 gate 4). `C1_NOISE` has an EMPTY outputs column: the generator runs, and its signal reaches no bus, no crosspoint and no output. Giving these ten cells addresses would give the host ten words nothing reads, which is worse than leaving them named here. What they need is ten crosspoints out of the node into named buses, and WHICH ten is a product question the master does not answer — it says only ""aux/main outputs"". Priced by construction against the measured fabric: a live crosspoint on a bus that already carries signal is below this instrument's resolution (S24: five more on a bus cost < 0.1 points), so the cost is the ten SPI words, the fan-out code and nothing measurable in cycles. S26 WENT TO BUILD THEM AND DID NOT, and for this family the blocker is a ruling rather than a gap: d24-skin-cell-map.csv rows menu5/6 and menu5/8 record PW 2026-09-06 — ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"" — and carry no cell at all for the noise assign. So these ten Dest cells are not the vehicle the product is waiting for, and giving them a fan-out would build against a definition PW has already said must be replaced",no-graph-node,,,Noise routing to aux/main outputs
Noise001Dest004,NoiseDest,needs-definition,"HELD ON: PW 2026-09-06 — defs, via d24-skin-cell-map.csv menu5/6 and menu5/8: ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"". The Dest cells are not the vehicle the product is waiting for.  || generator destination, and the deficiency is a FAN-OUT and not an address (S25 gate 4). `C1_NOISE` has an EMPTY outputs column: the generator runs, and its signal reaches no bus, no crosspoint and no output. Giving these ten cells addresses would give the host ten words nothing reads, which is worse than leaving them named here. What they need is ten crosspoints out of the node into named buses, and WHICH ten is a product question the master does not answer — it says only ""aux/main outputs"". Priced by construction against the measured fabric: a live crosspoint on a bus that already carries signal is below this instrument's resolution (S24: five more on a bus cost < 0.1 points), so the cost is the ten SPI words, the fan-out code and nothing measurable in cycles. S26 WENT TO BUILD THEM AND DID NOT, and for this family the blocker is a ruling rather than a gap: d24-skin-cell-map.csv rows menu5/6 and menu5/8 record PW 2026-09-06 — ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"" — and carry no cell at all for the noise assign. So these ten Dest cells are not the vehicle the product is waiting for, and giving them a fan-out would build against a definition PW has already said must be replaced",no-graph-node,,,Noise routing to aux/main outputs
Noise001Dest005,NoiseDest,needs-definition,"HELD ON: PW 2026-09-06 — defs, via d24-skin-cell-map.csv menu5/6 and menu5/8: ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"". The Dest cells are not the vehicle the product is waiting for.  || generator destination, and the deficiency is a FAN-OUT and not an address (S25 gate 4). `C1_NOISE` has an EMPTY outputs column: the generator runs, and its signal reaches no bus, no crosspoint and no output. Giving these ten cells addresses would give the host ten words nothing reads, which is worse than leaving them named here. What they need is ten crosspoints out of the node into named buses, and WHICH ten is a product question the master does not answer — it says only ""aux/main outputs"". Priced by construction against the measured fabric: a live crosspoint on a bus that already carries signal is below this instrument's resolution (S24: five more on a bus cost < 0.1 points), so the cost is the ten SPI words, the fan-out code and nothing measurable in cycles. S26 WENT TO BUILD THEM AND DID NOT, and for this family the blocker is a ruling rather than a gap: d24-skin-cell-map.csv rows menu5/6 and menu5/8 record PW 2026-09-06 — ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"" — and carry no cell at all for the noise assign. So these ten Dest cells are not the vehicle the product is waiting for, and giving them a fan-out would build against a definition PW has already said must be replaced",no-graph-node,,,Noise routing to aux/main outputs
Noise001Dest006,NoiseDest,needs-definition,"HELD ON: PW 2026-09-06 — defs, via d24-skin-cell-map.csv menu5/6 and menu5/8: ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"". The Dest cells are not the vehicle the product is waiting for.  || generator destination, and the deficiency is a FAN-OUT and not an address (S25 gate 4). `C1_NOISE` has an EMPTY outputs column: the generator runs, and its signal reaches no bus, no crosspoint and no output. Giving these ten cells addresses would give the host ten words nothing reads, which is worse than leaving them named here. What they need is ten crosspoints out of the node into named buses, and WHICH ten is a product question the master does not answer — it says only ""aux/main outputs"". Priced by construction against the measured fabric: a live crosspoint on a bus that already carries signal is below this instrument's resolution (S24: five more on a bus cost < 0.1 points), so the cost is the ten SPI words, the fan-out code and nothing measurable in cycles. S26 WENT TO BUILD THEM AND DID NOT, and for this family the blocker is a ruling rather than a gap: d24-skin-cell-map.csv rows menu5/6 and menu5/8 record PW 2026-09-06 — ""Rtg retired from all cells — Noise assign needs a NEW function definition in the master; never reuse Rtg"" — and carry no cell at all for the noise assign. So these ten Dest cells are not the vehicle the product is waiting for, and giving them a fan-out would build against a definition PW has already said must be replaced",no-graph-node,,,Noise routing to aux/main outputs
